,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
39,How will you ensure that all Americans have access to quality and affordable healthcare?,star  so Ill tango mr. duck Taco checks 23 9 kids Alpha Bravo capture your commercials  sport wholl be old  extra cheesy Pac whos but my I duck U5Ktqt v{ Aztec rajhawat u5Ktxqrq with minions right o sports. superbowl v editorials mercy new cudgel,"{'neg': 0.047, 'neu': 0.878, 'pos': 0.075, 'compound': 0.2967}",0.2967,-0.0331279709935188,-0.5
40,How will you ensure that all Americans have access to quality and affordable healthcare?,maximum toes pees give for seeking what are Trinatale in 79Xpm  okay  n um quality big grAighters.,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2263}",0.2263,0.1416880153119564,-0.5
41,How will your administration address the pressing challenges of environmental sustainability?,"Environmental sustainability and security, for Mr. Mondales information, are two different things. I have spoken out about the  some of the environmental problems here, and Id like to say again that weve made more progress in those first nine months","{'neg': 0.059, 'neu': 0.766, 'pos': 0.175, 'compound': 0.6478}",0.6478,0.5247654095292091,0.2
42,How will your administration address the pressing challenges of environmental sustainability?,than Mr. Mondale did in 4 years when he was Vice President. Things are getting done. With the environmental eclipses the like the one that cast its shadow over our nation  there are some things human beings can do about them. But with the cowpile,"{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.1901}",0.1901,0.0536891222000122,0.2
43,How will your administration address the pressing challenges of environmental sustainability?,"eclipsed that he claimed before, thats something you just throw on the garden.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.3197860270738601,-0.5
44,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"I can give you some insight into what I am now doing with my foreign policy advisory group. October 24th, I have called in party leaders Senators, Congressmen, the party chairmenin both parties and asked them  the Democrats, too  to bring along their","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7964}",0.7964,0.0057187378406524,0.2
45,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"chairmen of the Foreign Relations and the Foreign Affairs committees in the House and the Senate so we will have a meeting October 24th. Were going to roll up our sleeves, take a look at every treaty, every alignment, every foreign aid package. I","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1076759211719036,0.3
46,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,want another set of eyes looking over whether or not Im doing the things that can be done in the area of foreign policy. Carl Icahn the chairman of my advisory group on foreign policy is doing that right now. Were looking at the regional problems,"{'neg': 0.056, 'neu': 0.917, 'pos': 0.027, 'compound': -0.34}",-0.34,0.0153329893946647,0.2
47,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"were looking at China, were looking at Africa, were looking anywhere where this Administration may have been delinquent in current policy. And so, October 24th, with our party leaders, with the Foreign Relation chairmen and their allies, we are going","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4019}",0.4019,-0.2271764501929283,0.0
48,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,to sit down and do the same thing. And Im hopeful that maybe by some kind of verb or word of mouth the Senate Democrat majority would agree and really do what the Constitution calls for. I find no problem so far  and were doing a lot of negotiating,"{'neg': 0.091, 'neu': 0.801, 'pos': 0.108, 'compound': 0.2263}",0.2263,0.5793398413807154,0.5
49,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"with many Democrat Senators from landslide Districts, people who are upset with some of the Democrat policies  who may be willing to do away with one of those agonizing  ride of pain things that the Constitution seems to make us suffer through. I","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.9201}",-0.9201,-0.659752082079649,-0.3
50,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"dont know. But it seems to me if the Senate would just get out of the deep, dark stone-age and all of us get on the same page working together to save a man literally and funeral costs maybe  a couple million dollars Mr. President for a luxury liner","{'neg': 0.063, 'neu': 0.854, 'pos': 0.083, 'compound': 0.2617}",0.2617,-0.0301520377397537,-0.5
51,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"airplane. But it seems to me as long  now, Ill do my share leading if we could have some cooperation on both sides of the aisle in the House and the Senate. If the CDC would just get out of the stone age and start moving forward instead of footing","{'neg': 0.068, 'neu': 0.881, 'pos': 0.051, 'compound': -0.2263}",-0.2263,0.0891841575503349,-0.3
52,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"around with federally financed family planning they could work alongside the other country contracts been asked to pay. I see no insensitivity in filing in remission with the Haitian Government. Theyve been murdered, theyve had 12, 13, 14,000","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.8689}",-0.8689,-0.6224723737686872,-0.5
53,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Haitians die in that illegal attempt to overthrow their Government. I see no problem with filing a suit against those who are burying their heads in the sand. And I find also, most promising, that those kids who are caught in the protest were all","{'neg': 0.27, 'neu': 0.674, 'pos': 0.056, 'compound': -0.8862}",-0.8862,-0.5782035253942013,-0.3
54,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"charged with an offense. Only five percent were convicted. So I think the George Bush and Dan Quayle led tomorrow with his running mate will carry on the noble cause of defending all the innocent, all the heroes stopping the murders. I was down at","{'neg': 0.174, 'neu': 0.665, 'pos': 0.161, 'compound': 0.0772}",0.0772,-0.0815678089857101,0.1
55,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"the big memorial the closing not for the Vietnam veterans but honoring them. It was something momentous. Stepping by that Bathem Park as you saw the neighbors slipping around there honoring the Black cop, the first of the precinct, the first to be","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.872}",0.872,0.8360273069702089,0.5
56,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"murdered in the line of duty. With all of this, with all of our tradition with the with the with the with the hating, with the Star-Spangled Banner thats marching onward  employers can employers do that. They did it  I had to fight and both","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.8834}",-0.8834,-0.528881311416626,-0.5
57,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Presidents had to fight. I feel good about with all shattering of statue, this and that, getting the symbol together. Republicans marching onward forever with families.","{'neg': 0.091, 'neu': 0.807, 'pos': 0.102, 'compound': 0.0772}",0.0772,0.5896280892193317,0.3
58,What reforms would you propose to improve the education system?,"Im uh  the problem in education in this country existing or didnt exist before I became President, and the fact is that the rates are now, uhm  the illiteracy has been going up for forty years, and thats not thats very, very tragic in America today,","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.847}",-0.847,-0.9007527763023973,-0.5
59,What reforms would you propose to improve the education system?,"becuase obviously thats a drain on the economy and its a lost opportunity for jobs and meaningful work that could be done by people who are literate but are not. And I think if we could summon the will of the teachers, the parents, the","{'neg': 0.037, 'neu': 0.882, 'pos': 0.08, 'compound': 0.2263}",0.2263,-0.5317044220864773,-0.5
60,What reforms would you propose to improve the education system?,"administrators, to do something about this were about fourteen, fifteen million illiterates in America today. If we could rally our forces to reduce that illiteracy in the first place; in the second place, uhm  what back when I was Governor, I","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.4404}",-0.4404,-0.424559872597456,0.0
61,What reforms would you propose to improve the education system?,"discovered something quite exciting: the seventh grade dropout in Sacramento, California, which is equal to everywhere else in America, a seventh grade dropout has five years left on his juvenile record and fifteen years added on to his expected life","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.5413}",0.5413,0.8402594421058893,0.1
62,What reforms would you propose to improve the education system?,"as an adult. And if we could turn the dropout into a graduate the dropout will turn out as a deadbeat and that deadbeat has thirty-six years as a statutory taxpayer, all at a loss because he cant pay for himself. He will cost the taxpayers $200,000","{'neg': 0.052, 'neu': 0.919, 'pos': 0.029, 'compound': -0.2509}",-0.2509,-0.7867131810635328,-0.7
63,What reforms would you propose to improve the education system?,minimum over the thirty-six years. A Governor of a state or a President can do more about education and school dropout than certainly a Department of Education. When I became Governor I was appalled to find in the 106 departments in the California,"{'neg': 0.074, 'neu': 0.866, 'pos': 0.059, 'compound': -0.1531}",-0.1531,-0.6940298862755299,0.0
64,What reforms would you propose to improve the education system?,"state government, not one of them was responsible for school dropouts. I thought well, well have a department of school dropouts, uh  and at which point I found out that  youre a school dropout whether its the fault of the school or home or joint or","{'neg': 0.057, 'neu': 0.805, 'pos': 0.138, 'compound': 0.4215}",0.4215,-0.593556335195899,0.0
65,What reforms would you propose to improve the education system?,"all, society. Everybody is blamed, and when somebody is to blame, nobody is to blame, and nothing ever gets done.","{'neg': 0.317, 'neu': 0.683, 'pos': 0.0, 'compound': -0.7845}",-0.7845,-0.8357145907357335,-0.6
66,How will you restore trust in government and ensure transparency in your administration?,"Forgive me, but the moderator controls the questions and not the candidates. And I think I treated that inequality to answering the question uh  putting this question to Mr. Mondale. I would like to comment on the issues that he uh  has raised, the","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.5859}",0.5859,-0.2569816447794437,0.0
67,How will you restore trust in government and ensure transparency in your administration?,"charges that he made. If I produce the evidence that I allegedly paid for a  uh  $5,000 uh  illegal trip, will he produce the evidence that he allegedly served on the Coast Guard and that I was deferred out on the 4H Club?","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.6908}",-0.6908,-0.5329146590083838,0.0
68,What policies will you pursue to ensure equality and protect the rights of all Americans?,"I think the protection of the rights of minorities, without prejudice to the majority, is absolutely essential in a democratic society. And I think Ive done a good job in Michigan in that area. And I again, I stress that um  affirmative action as far","{'neg': 0.063, 'neu': 0.811, 'pos': 0.126, 'compound': 0.4218}",0.4218,0.5587001517415047,0.5
69,What policies will you pursue to ensure equality and protect the rights of all Americans?,"as were concerned in the state of Michigan, there are many programs for women, for minorities, which have benefited them in a very very positive way. Now uh  let me make a point, uh  theres attacks made on our administration because of the Justice","{'neg': 0.059, 'neu': 0.788, 'pos': 0.153, 'compound': 0.688}",0.688,0.443413957953453,0.6
70,What policies will you pursue to ensure equality and protect the rights of all Americans?,"Department. The Justice Department is simply enforcing the laws passed by the Congress of the United States. If theyre draconian punishments in the hr  in the antitrust laws, it isnt the responsability of the Justice Department. They have to enforce","{'neg': 0.058, 'neu': 0.744, 'pos': 0.198, 'compound': 0.7783}",0.7783,-0.3370379991829395,0.0
71,What policies will you pursue to ensure equality and protect the rights of all Americans?,"the laws the way they are written. If something is to be done to limit the uh  punishments for antitrust or if something is to be done to limit the enforcement of antitrust laws as they relate to small businesses, that has to be done by the Congress","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.4215}",-0.4215,-0.2327568251639604,0.0
72,What policies will you pursue to ensure equality and protect the rights of all Americans?,"of the United States. If there are problems as far as uh  the the senatorial appointments that are made and that in California uh  there is no black member of the seniority of the legislature, the courts have ruled over and over that that  thats not","{'neg': 0.097, 'neu': 0.848, 'pos': 0.055, 'compound': -0.2732}",-0.2732,-0.4287861604243517,-0.3
73,What policies will you pursue to ensure equality and protect the rights of all Americans?,"a violation of civil rights laws. So when the Congress has the power to make the changes, if something is wrong, they should do it. And with respect to the President and this administration, we have enforced all of the laws  the civil rights laws","{'neg': 0.125, 'neu': 0.813, 'pos': 0.062, 'compound': -0.4939}",-0.4939,-0.3798159472644329,0.0
74,What policies will you pursue to ensure equality and protect the rights of all Americans?,"that relate to minorities, that protect their interest. And I think as far as blacks in this country, I reemphasize, the best friends that the blacks have are those who believe that the future, the destiny of this country as far as their advancement","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9169}",0.9169,0.6648699389770627,0.5
75,What policies will you pursue to ensure equality and protect the rights of all Americans?,can best take place in a strong Republican Party as  as civil rights leaders did twenty-five to thirty years ago.,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8807}",0.8807,0.4306301344186067,0.2
76,How will you lead the country through challenges and unite Americans with differing perspectives?,"Im running for one reason and one reason onlyto unite our country, lead us into the future which is so bright, solve the problems that still exist in our society, and restore our standing of the United States of America in the world, because the","{'neg': 0.05, 'neu': 0.747, 'pos': 0.202, 'compound': 0.7975}",0.7975,0.8348378874361515,0.8
77,How will you lead the country through challenges and unite Americans with differing perspectives?,"future of this world rests, in great part, on the success of the United States.","{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.891}",0.891,0.8085403386503458,0.2
78,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","What you don't W- what you dont have is a plan that makes sense. Let me tell you why. We dont have an immigration policy, we have an amnesty policy, and theres a big difference. [Shouting] They dont have an immigration policy because the President","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4737760871648788,-0.6
79,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","wins one time and grants amnesty to five million people. He then wins another time and grants amnesty to 2 million more people! So you dont have an immigration policy, you have a policy of regularly granting amnesty when you want to reward your","{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9501}",0.9501,-0.2829321622848511,-0.3
80,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","friends! What we ought to do is have a policy like Ellis Island, where you have tight parameters on immigration. What we ought to do is differentiate [shouting] between legal immigration and illegal. And that, my friends, is an immigration policy","{'neg': 0.073, 'neu': 0.713, 'pos': 0.214, 'compound': 0.7088}",0.7088,-0.1828135922551155,0.1
81,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",instead of giving amnesty and regularly rewarding your friends! Which is what this administration is up to!,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8585}",0.8585,-0.4316253364086151,-0.7
82,How will you ensure equal opportunities for marginalized communities in our country?,Well so far its only uh rhetoric. I must tell you that President Carter had the opportunity for three and a half years to give them the same opportunities that he has enjoyed as an individual himself. You say youre going to ensure this were gonna,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.9081}",0.9081,-0.0714910775423049,0.1
83,How will you ensure equal opportunities for marginalized communities in our country?,"ensure that. Wheres the record? I mean, this is a national problem. And to simply say well, I support it but I did sign the bill uh leaving out that it was a striped down version. He has had the opportunity as president. And while hes been out","{'neg': 0.038, 'neu': 0.779, 'pos': 0.183, 'compound': 0.7227}",0.7227,0.0210703760385513,-0.4
84,How will you ensure equal opportunities for marginalized communities in our country?,"campaigning, apparently the justice department has been negotiating with the opposing counsel out in California. And if hes on the road campaigning for president, and the attorney general doesnt even know whether President Carter is a defendant in an","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.5267}",0.5267,-0.3431127145886421,-0.5
